Company Name (EN),Company Name (FA),Website,Company URL,Lower Employee Count,Upper Employee Count,Business Area,Founded Year
Kado Rangi,کادو رنگی,http://kadorangi.com,https://jobinja.ir/companies/kadorangi/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Rahkar Afarin Shabestari Food Service EQ,راهکار آفرین شبستری,http://Shabestarigroup.ir,https://jobinja.ir/companies/shabestari-food-service-eq/jobs,N/A,N/A,غذا و رستوران‌ها,N/A
Tejarat Gostar Arisa,تجارت گستر آریسا,http://www.tgarisa.com,https://jobinja.ir/companies/tejarat-gostar-arisa/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
RGPI IR,رایان گستر,http://www.rgpi.ir,https://jobinja.ir/companies/rgpi-ir/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Ario Co,آریو چوب,https://ario.co,https://jobinja.ir/companies/ario-co/jobs,N/A,N/A,واردات و صادرات,N/A
Baroline,بارولاین,http://www.baroline.com,https://jobinja.ir/companies/baroline/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Dall Bazar,دال بازار,http://dallbazar.com,https://jobinja.ir/companies/dallbazar/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Studio Khalaghiat Martia,استودیو خلاقیت مارتیا,http://www.martiya.co,https://jobinja.ir/companies/studio-khalaghiat-martiya/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Setak Arang Aras,ستاک آرنگ ارس,http://www.setak.com,https://jobinja.ir/companies/setak-arang-aras/jobs,N/A,N/A,واردات و صادرات,N/A
Gamut,گاموت,http://gamutprint.com,https://jobinja.ir/companies/gamut/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Irsa Rayanet,رایانت ایرسا,http://www.irsasoft.ir,https://jobinja.ir/companies/irsa-rayanet/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Moasese Entesharati Dr.Ahmadi,موسسه انتشاراتی دکتر احمدی,http://kaci.ir,https://jobinja.ir/companies/moasese-entesharati-dr-ahmadi/jobs,N/A,N/A,رسانه و انتشارات,N/A
Neda Tarabar Nik,ندا ترابر نیک,http://nedex.ir,https://jobinja.ir/companies/nedatarabarnik/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Caspian Solution Providers,تامین خدمات سیستم های کاربردی کاسپین,http://www.caspco.ir,https://jobinja.ir/companies/caspian-solution-providers/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Amina,دانش بنیان آرامش گستران مینا (آمیناگروپ),https://amina-group.com,https://jobinja.ir/companies/amina/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Tehran Securities Exchange Technology Management Co,مدیریت فناوری بورس تهران,http://www.tsetmc.com,https://jobinja.ir/companies/tehran-securities-exchange-technology-management-co/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Shams International Transport Co,حمل و نقل بین المللی شمس,http://www.shamstransport.ir,https://jobinja.ir/companies/shams-international-transport-co-1/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Dadeh Pardaz Rayaneh Matin,داده پرداز رایانه متین,https://www.matin.co,https://jobinja.ir/companies/dadeh-pardaz-rayaneh-matin-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Digighate,دیجی قطعه,https://digighate.com,https://jobinja.ir/companies/digighate/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Karno Andishan Maad,کارنو اندیشان ماد,http://karnoco.com,https://jobinja.ir/companies/karnoandishanmaad-2/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Amin,هلدینگ حقوقی امین,http://dadvarzanamin.ir,https://jobinja.ir/companies/amin-6/jobs,N/A,N/A,وکالت و حقوقی,N/A
Abtin Rah Middle East co,آبتین راه خاورمیانه,http://abtinway.com,https://jobinja.ir/companies/abtin-rah-middle-east-co/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Senator,کارخانه سناتور,http://senator.co.ir,https://jobinja.ir/companies/senator-2/jobs,N/A,N/A,تولید و صنایع,N/A
KingKode,استودیو کینگ کد,https://www.kingkodestudio.com,https://jobinja.ir/companies/kingkode/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Total NAV,بین المللی توتال ناو,http://TotalNAV.ir,https://jobinja.ir/companies/totalnav/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Mobiiran,موبایل ایران,http://Mobiiran.com,https://jobinja.ir/companies/mobiiran-1/jobs,N/A,N/A,مخابرات و ارتباطات (تلکام),N/A
Mattia,ماتیا,http://mattia.ir,https://jobinja.ir/companies/mattia/jobs,N/A,N/A,تولید و صنایع,N/A
Tadbiran Saanat Sepid,تدبیران صنعت سپید,https://provision.co.ir/,https://jobinja.ir/companies/tadbiran-saanat-sepid/jobs,N/A,N/A,تولید و صنایع,N/A
Ideal,کارا افزار ایده آل,http://www.karaafzar.com,https://jobinja.ir/companies/ideal-4/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Sazokar,سازوکار,http://sazokar.com,https://jobinja.ir/companies/sazokar/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Uniland,یونیلند,http://uniland.ir,https://jobinja.ir/companies/uniland/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Morsainternational,مرسا,http://www.morsainternational.com,https://jobinja.ir/companies/morsainternational/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Persia Telecommunication,ارتباطات پرشیا,http://www.persiatc.com,https://jobinja.ir/companies/persia-telecommunication/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Azin Part,آذین پارت,http://azinpart.com,https://jobinja.ir/companies/azin-part-1/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Tmeb Group,اوج زیبایی هزاره سوم,http://www.tmebgroup.com,https://jobinja.ir/companies/tmebgroup/jobs,N/A,N/A,واردات و صادرات,N/A
Blue Circle Agency,آژانس دایره مینا,http://bcircleagency.com,https://jobinja.ir/companies/blue-circle-agency/jobs,N/A,N/A,رسانه و انتشارات,N/A
Behpoo,بهپو فناوری نوین,http://www.behpoo.com,https://jobinja.ir/companies/behpoo/jobs,N/A,N/A,تولید و صنایع,N/A
Kiakooshyar Rayaneh,کیاکوشیار رایانه,http://samanshahr.com,https://jobinja.ir/companies/kiakooshyar-rayaneh/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Asre Ahan,عصر آهن,https://asreahan.com,https://jobinja.ir/companies/asreahan/jobs,N/A,N/A,تولید و صنایع,N/A
Payanik,فناوری و اطلاعات پایا نیک,http://webnik.co,https://jobinja.ir/companies/payanik-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Pelle,پله,http://pelle-co.com,https://jobinja.ir/companies/pelle/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Petro Foolad Fidar,پترو فولاد فیدار,https://fooladfidar.com,https://jobinja.ir/companies/petro-foolad-fidar/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Mabna Group,گروه مبنا,http://www.mabnaco.net,https://jobinja.ir/companies/mabna-group/jobs,N/A,N/A,تولید و صنایع,N/A
Mahan Era Group,عصر ماهان ایرانیان,https://mahaneg.com,https://jobinja.ir/companies/radykala/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Argtelecom,خدمات مخابراتی ارگ جدید,http://www.argtelecom.com,https://jobinja.ir/companies/argtelecom-1/jobs,N/A,N/A,مخابرات و ارتباطات (تلکام),N/A
Geranesh,آژانس تبلیغاتی گرانش,http://geraneshads.com,https://jobinja.ir/companies/geranesh/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Sedna,سدنا,http://www.sednaco.ir/,https://jobinja.ir/companies/sedna-3/jobs,N/A,N/A,تولید و صنایع,N/A
Tamin Paydar Energy,تامین پایدار انرژی,http://www.realpars.com,https://jobinja.ir/companies/tamin-paydar-energy/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Burux,بروکس,http://Burux.ir,https://jobinja.ir/companies/burux/jobs,N/A,N/A,تولید و صنایع,N/A
Kala Navgan Shargh,کالا ناوگان شرق,http://www.kalanavgan.com,https://jobinja.ir/companies/kala-navgan-shargh/jobs,N/A,N/A,حمل و نقل، لاجستیک و انبارداری,N/A
Netbar,نت بار,http://Netbar.ir,https://jobinja.ir/companies/mabna-jahan-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Pazhouheshgarane Sanat ARTA,پژوهشگران صنعت آرتا,http://psarta.com,https://jobinja.ir/companies/pazhouheshgarane-sanat-arta/jobs,N/A,N/A,واردات و صادرات,N/A
Farabi Brokerage,کارگزاری فارابی,http://www.irfarabi.com,https://jobinja.ir/companies/farabi-brokerage/jobs,N/A,N/A,مالی و اعتباری,N/A
Nafta Sanat,نفتا صنعت,http://nafta-industry.com/,https://jobinja.ir/companies/nafta-sanat/jobs,N/A,N/A,نفت و گاز,N/A
Dorkav,دُرکاو,http://Dorkavco.ir,https://jobinja.ir/companies/dorkav/jobs,N/A,N/A,تولید و صنایع,N/A
Nano Tar Pak,نانو تار پاک,http://www.masknano.com,https://jobinja.ir/companies/nano-tar-pak/jobs,N/A,N/A,تولید و صنایع,N/A
7Skies,هفت آسمان,http://www.palladiumdrinks.com,https://jobinja.ir/companies/7skies/jobs,N/A,N/A,تولید و صنایع,N/A
Hamsafare Aval,مرکز مشاوره و خدمات کار آفرینی همسفراول,http://WWW.HAMSAFAREAVAL.COM,https://jobinja.ir/companies/hamsafare-aval/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Aghajani Handicrafts,صنایع دستی آقاجانی,http://www.aghajani.net,https://jobinja.ir/companies/aghajani-handicrafts/jobs,N/A,N/A,تولید و صنایع,N/A
Igel Hermes of Middle East,ایگل هرمس خاورمیانه,http://hermestile.com,https://jobinja.ir/companies/igel-hermes-of-middle-east/jobs,N/A,N/A,تولید و صنایع,N/A
RTL Theme,راست چین,http://RTL-Theme.com,https://jobinja.ir/companies/rtltheme/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Islamic Azad University Electronic Campus,دانشگاه آزاد اسلامی واحد الکترونیکی,http://iauec.ac.ir/ar,https://jobinja.ir/companies/islamic-azad-university-electronic-campus/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Ayeneh Sange Afra,آیینه سنگ افرا,http://www.ajianehgroup.com,https://jobinja.ir/companies/ayeneh-sange-afra/jobs,N/A,N/A,تولید و صنایع,N/A
Arka Kood Pardis,آرکا کود پردیس,https://arka-fertilizer.com/,https://jobinja.ir/companies/arkakoodpardis/jobs,N/A,N/A,تولید و صنایع,N/A
Dadsoo Law Firm,موسسه حقوقی دادسو,http://dadsoo.com,https://jobinja.ir/companies/dadsoo/jobs,N/A,N/A,وکالت و حقوقی,N/A
Behfar,بهفر آسانبر,http://www.behfarsanat.com,https://jobinja.ir/companies/behfar/jobs,N/A,N/A,تولید و صنایع,N/A
Ark Group,گروه آرک,http://www.yassystem.com,https://jobinja.ir/companies/ark-group/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
No Andish Ati Noyan,نو اندیش آتی نویان,http://www.noyansys.ir,https://jobinja.ir/companies/noyan-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Sazgar Argham,سازگار ارقام,http://www.sazgar.com,https://jobinja.ir/companies/sazgar-argham/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Tose Kasbo Kar Molasadra,توسعه کسب و کار ملاصدرا,http://www.vipgroupvisa.com,https://jobinja.ir/companies/vipgroup/jobs,N/A,N/A,گردشگری و هتل‌ها,N/A
Manzoomeh Negaran,منظومه نگاران,http://www.Manzoomeh.ir,https://jobinja.ir/companies/manzoomeh-negaran-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
PXTELL,پیکستل,http://www.pxtell.ir,https://jobinja.ir/companies/sedashow/jobs,N/A,N/A,رسانه و انتشارات,N/A
Gaat,گات,http://www.gaat.io,https://jobinja.ir/companies/gaat/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
JTA,جهان تیوا ارا,http://amiea.ir,https://jobinja.ir/companies/jta/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Zaban Mehr,زبان مهر,http://s-mehr.com,https://jobinja.ir/companies/zaban-mehr/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Namino,نامی نو,http://namino.ir,https://jobinja.ir/companies/noorjam/jobs,N/A,N/A,تولید و صنایع,N/A
Darookhane Dr Shahbazi,داروخانه دکتر زهرا شهبازی,http://sabzpharmacy@gmail.com,https://jobinja.ir/companies/darookhane-dr-shahbazi/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
UC Studio,یوسی استودیو,https://b2n.ir/m09731,https://jobinja.ir/companies/mocha-media/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Gooshishop,فروشگاه اینترنتی گوشی شاپ,http://www.gooshishop.com,https://jobinja.ir/companies/gooshishop/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Sigmund,زیگموند,http://sigmund.ir/,https://jobinja.ir/companies/sigmund-1/jobs,N/A,N/A,معماری و عمران,N/A
Peyvand Tel,پیوندتل,http://www.peyvandtel.com,https://jobinja.ir/companies/peyvand-ertebat-hoshmand/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Arman Data Pouyan,آرمان داده پویان,http://armandata.ir,https://jobinja.ir/companies/arman-data-pouyan/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Tose Taraz Radman,توسعه تراز رادمان,http://travelhesab.com,https://jobinja.ir/companies/tose-taraz-radman/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
َAMICO,ارس خودرو دیزل (آمیکو),http://www.amico.ir,https://jobinja.ir/companies/amico/jobs,N/A,N/A,خودروسازی,N/A
Saro Global,سارو گلوبال,http://www.saroglobal.ir,https://jobinja.ir/companies/saro-global/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Mollasadra Holding,هلدینگ ثبتی و حقوقی ملاصدرا,http://www.mollasadratech.com,https://jobinja.ir/companies/mollasadra-holding/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Forsat MC,موسسه حقوقی و داوری بین المللی فرصت,https://forsatlawfirm.com,https://jobinja.ir/companies/forsat-mc/jobs,N/A,N/A,وکالت و حقوقی,N/A
Sahar Chin,سحرچین سلامت,http://www.saharchin.ir,https://jobinja.ir/companies/saharchin/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Irantic,ایرانتیک,https://www.irantic.com,https://jobinja.ir/companies/irantic/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Niroosazan Atash,نیروسازان آتاش,https://niroosaco.com/,https://jobinja.ir/companies/niroosazan-atash/jobs,N/A,N/A,نیرو,N/A
Andisheh Pardazan Chogan,اندیشه پردازان چوگان,http://choganitd.ir,https://jobinja.ir/companies/andisheh-pardazan-chogan/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Bafco,بافکو,http://bafco.co,https://jobinja.ir/companies/bafco/jobs,N/A,N/A,معماری و عمران,N/A
Mirza Studio,استدیو تبلیغاتی و هنری میرزا,http://www.mirzaads.com,https://jobinja.ir/companies/sharaf-film/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Exbito,اکسبیتو,https://exbito.com/,https://jobinja.ir/companies/Exbito/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Ertegha Gostar Pooya,ارتقا گستر پویا (شعبه البرز),http://egp-co.com,https://jobinja.ir/companies/ertegha-gostar-pooya/jobs,N/A,N/A,استاندارد و کنترل‌کیفیت,N/A
Sam Gostar Daghigh,سام گستر دقیق,http://mehradahan.com,https://jobinja.ir/companies/samgostardaghigh/jobs,N/A,N/A,تولید و صنایع,N/A
Entekhab Electronic Industrial Group,گروه صنعتی انتخاب الکترونیک,https://entekhabelectronic.ir,https://jobinja.ir/companies/entekhab-industrial-group/jobs,N/A,N/A,تولید و صنایع,N/A
NEGARAN Co,چاپ و تبلیغات نگاران,http://negaranco.com,https://jobinja.ir/companies/negaran-co/jobs,N/A,N/A,رسانه و انتشارات,N/A
Dian Gostar Parsian,فروشگاههای زنجیره ای دیان گستر پارسیان,http://www.dianparsian.com,https://jobinja.ir/companies/dian-gostar-parsian/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Tanasa Farskia,تن آسا فارس کیا,http://www.tanasagym.com,https://jobinja.ir/companies/tanasa-farskia/jobs,N/A,N/A,فرهنگی و ورزشی,N/A
Fanava,داده پردازی فن آوا,http://www.fanava.net,https://jobinja.ir/companies/dadepardazifanava/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Child Foundation,بنیاد کودک,http://childf.com,https://jobinja.ir/companies/child-foundation/jobs,N/A,N/A,سازمان‌های مردم‌نهاد (NGO),N/A
FT,فلای تودی,https://flytoday.ir,https://jobinja.ir/companies/abnoos-gasht-tehran/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Dr Fereshteh Zamani,کلاب سلامت دکتر فرشته زمانی,http://www.doctorzam.com,https://jobinja.ir/companies/dr-fereshteh-zamani/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Beheshti Carpet,فرش بهشتی,http://beheshticarpet.com,https://jobinja.ir/companies/beheshti-carpet/jobs,N/A,N/A,تولید و صنایع,N/A
Beheshti Advertising Agency,کانون تبلیغات بهشتی,http://Advb.ir,https://jobinja.ir/companies/beheshti-advertising/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Natures Only,نیچرز اُنلی (آبا داراوطب),http://www.naturesonly.ir,https://jobinja.ir/companies/naturesonly/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Daghigh Farayand Control,دقیق فرایند کنترل,http://www.dfc-co.com,https://jobinja.ir/companies/daghigh-farayand-control/jobs,N/A,N/A,نفت و گاز,N/A
Vesta Software,فناوران اطلاعات وستا,http://vestasoftware.com,https://jobinja.ir/companies/vesta-software/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Royesh Namvar Armaghan Kaviz,رویش نامور ارمغان کویز (روناک),http://www.ronakco.com,https://jobinja.ir/companies/royesh-namvar-armaghan-kaviz/jobs,N/A,N/A,تولید و صنایع,N/A
Yesna Pars R&D Co,تحقیق و توسعه یسناپارس,http://www.yesnapars.com/,https://jobinja.ir/companies/yesna-pars-r-d-co/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
AGM,الماس قهوه,http://Www.santos.ir,https://jobinja.ir/companies/agm/jobs,N/A,N/A,تولید و صنایع,N/A
Zobdegan Teb & Sanat,زبدگان طب و صنعت,https://www.ztstechnology.com,https://jobinja.ir/companies/zobdegan-teb-sanat/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Pishtazan Zendegi Asan,پیشتازان زندگی آسان,http://www.mohammadzamani.fit,https://jobinja.ir/companies/viona/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Arpa,آریانا پرداز آینده,http://arpaco.ir,https://jobinja.ir/companies/arpa/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Pion,سامانه بهینه مبتکران پیون,http://www.pionfirm.com,https://jobinja.ir/companies/pion-1/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
SITS CO,زیرساخت امن خدمات تراکنشی,http://Sits-co.com,https://jobinja.ir/companies/sits-co/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Tornado,تورنادو,http://www.torna2.net,https://jobinja.ir/companies/tornado-2/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Behfakhr,بهفخر,http://www.bfelevator.com,https://jobinja.ir/companies/behfakhr/jobs,N/A,N/A,تولید و صنایع,N/A
Niklaser,نیک لیزر,http://www.niklaser.ir,https://jobinja.ir/companies/niklaser/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Afra Sys,افرا سیستم,http://www.afrasysco.ir,https://jobinja.ir/companies/afrasys/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Zaab,زاب,http://zaabjewelry.com,https://jobinja.ir/companies/zaab/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Farmedtajhiz,فارمد تجهیز,http://www.farmedtajhiz.com,https://jobinja.ir/companies/farmedtajhiz-1/jobs,N/A,N/A,واردات و صادرات,N/A
Bargh Afshan Sepahan .CO,برق افشان سپاهان,http://baspower.com,https://jobinja.ir/companies/barghafshansepahan-co/jobs,N/A,N/A,واردات و صادرات,N/A
Tenser,تنسر,http://www.tenserco.com,https://jobinja.ir/companies/tenser/jobs,N/A,N/A,تولید و صنایع,N/A
Pardakht Novin Arian,پرداخت نوین آرین,http://pna.co.ir,https://jobinja.ir/companies/pardakhtnovin-arian/jobs,N/A,N/A,بانکداری,N/A
Parsis,پارسیس,http://parsisco.net,https://jobinja.ir/companies/parsis-4/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Farda Industrial Group,گروه صنعتی فردا,https://www.fardaco.com/,https://jobinja.ir/companies/famco-2/jobs,N/A,N/A,تولید و صنایع,N/A
Mobin Sarmayeh Brokerage,کارگزاری مبین سرمایه,http://mobinsb.com,https://jobinja.ir/companies/mobinsarmayeh-brokerage/jobs,N/A,N/A,مالی و اعتباری,N/A
Garni Riz Pardaz,گارنی ریز پرداز,http://garnimed.com,https://jobinja.ir/companies/garni-riz-pardaz/jobs,N/A,N/A,تولید و صنایع,N/A
MST Pars,مهرسام تجارت پارس,http://msrprint.com,https://jobinja.ir/companies/mst-pars/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
TGJU,شبکه اطلاع رسانی طلا، سکه و ارز,http://www.TGJU.org,https://jobinja.ir/companies/tgju/jobs,N/A,N/A,مالی و اعتباری,N/A
Danesh Afzar Kavosh,دانش افزارکاوش,http://www.dfzco.com/,https://jobinja.ir/companies/danesh-afzar-kavosh/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Bashco,بشکو,http://Bash-co.ir,https://jobinja.ir/companies/bashco/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Iranian Tissue Product,فرآورده بافت ایرانیان,https://www.regen.ir/,https://jobinja.ir/companies/iranian-tissue-product/jobs,N/A,N/A,تولید و صنایع,N/A
Omid Alborz Company,مجتمع فولاد و آلومینیوم امیدالبرز,http://www.alborziron.com,https://jobinja.ir/companies/omidalborz-company/jobs,N/A,N/A,تولید و صنایع,N/A
Nasleno,مهد زبان نسل نو,http://Naslenolh.com,https://jobinja.ir/companies/nasleno-1/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Toozin Sanmaat Afagh,توزین صنعت آفاق,https://toozinsanat.com/,https://jobinja.ir/companies/pishgaman-sanat-ashpazkhone/jobs,N/A,N/A,تولید و صنایع,N/A
Aria Jam Shahab,آریاجم شهاب,http://www.azmayesh-group.ir,https://jobinja.ir/companies/ariajam-shahab/jobs,N/A,N/A,تولید و صنایع,N/A
Bonyan Dandan Iranian,بنیان دندان ایرانیان,http://BDI-CO.COM,https://jobinja.ir/companies/bonyan-dandan-iranian/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Ara Kavosh Pajouh,آرا کاوش پژوه,http://www.arapajouh.ir,https://jobinja.ir/companies/ara-kavosh-pajouh/jobs,N/A,N/A,تولید و صنایع,N/A
Hooshkar Pardaz,هوشکار پرداز,http://www.hooshkar.com,https://jobinja.ir/companies/hooshkar-ardaz/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Lorch,لورچ,http://lorchco.ir/,https://jobinja.ir/companies/lorch-1/jobs,N/A,N/A,تولید و صنایع,N/A
Pishco,فنی مهندسی پترو ایمن شریف,https://pishco.ir/,https://jobinja.ir/companies/gwm-gmbh/jobs,N/A,N/A,تولید و صنایع,N/A
Istadoor,ایستادر,http://www.istadoor.com,https://jobinja.ir/companies/istadoor/jobs,N/A,N/A,تولید و صنایع,N/A
Iranian Khodro,ایرانیان خودرو,https://iraniankhodro.com/,https://jobinja.ir/companies/iranian-khodro/jobs,N/A,N/A,خودروسازی,N/A
MOM,مهر مام میهن,http://mom.ir,https://jobinja.ir/companies/mom/jobs,N/A,N/A,خدمات درمانی، پزشکی و سلامت,N/A
Newton Group,هلدینگ نیوتن,http://www.newtongroup.org,https://jobinja.ir/companies/newton-college-group/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Hay Tech,همراه افزار یکتا تکنولوژی,https://www.haytech.ir,https://jobinja.ir/companies/haytech/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Noritazeh Glass co,بلور نوری تازه,http://www.noritazeh.ir/,https://jobinja.ir/companies/noritazeh-galss-co/jobs,N/A,N/A,تولید و صنایع,N/A
Vidak Advertising Agency,آژانس تبلیغاتی ویداک,http://www.vidakad.com,https://jobinja.ir/companies/vidak-advertising-agency/jobs,N/A,N/A,تبلیغات، بازاریابی و برندسازی,N/A
Atlas Gen,اطلس ژن,http://Atlas-Gen.com,https://jobinja.ir/companies/atlas-gen/jobs,N/A,N/A,مالی و اعتباری,N/A
Haft Chain Stores,فروشگاه های زنجیره ای هفت,http://www.7haftstores.com/,https://jobinja.ir/companies/oshanak-chain-stores/jobs,N/A,N/A,خرده‌فروشی، عمده‌فروشی و فروشگاه‌های زنجیره‌ای,N/A
Visapick,ویزاپیک,https://visapick.com/fa/,https://jobinja.ir/companies/visapick/jobs,N/A,N/A,وکالت و حقوقی,N/A
Poshtiban Dade Iranian,پشتیبان داده ایرانیان,http://pdei.co.ir,https://jobinja.ir/companies/poshtiban-dade-iranian/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Saman Madar Pars,سامان مدار پارس,http://samanmadar.com,https://jobinja.ir/companies/saman-madar-pars/jobs,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Azin Sepehr Saman,آذین سپهر سامان,https://samanstudy.com/join-us/,https://jobinja.ir/companies/azin-sepehr-saman/jobs,N/A,N/A,آموزش، مدارس و دانشگاه‌ها,N/A
Teb and Tajhiz Boqrat Co.,طب و تجهیز بقراط,http://www.boqratmedicals.com,https://jobinja.ir/companies/teb-and-tajhiz-boqrat-co/jobs,N/A,N/A,واردات و صادرات,N/A
